User_name,Location,Rating,Date,Reviews
Paul Z.,"Belmont, MA",5,11/21/19,Great TJs. I go there after work during the week and it's rarely crowded. They are always well stocked and the staff if always friendly and seemingly happy. Parking lot can be a bit of a cluster at times but I've been to TJs in other cities where you have to wait in line to park so whatever.
Nic C.,"Arlington, MA",4,11/1/19,Love this Trader Joe's! I am always coming in here for fresh produce and frozen food. The staff is always very friendly and helpful even when they're busy. The sample area is always welcoming even when I would prefer not to sample lol. Other tj's seem like they don't want to give you samples but not this one! The parking lot is a total shit show I have been backed into multiple times (side note if 2 cars back up into each other no one is at fault pet insurance) and due to the location homeless people tend to hang around and set up shop around the Dunks but this is still my fav Trader Joe's. I recommend going in off peak hours!
Ros S.,"Belmont, MA",1,10/8/19,"I took my auntie to grocery shopping today to my TJ , it was  and  at the same time.A young women Sara wasn't helpful to us at all, I am so disappointed, all the top service that I had received over the years in this location is gone. I understand bad days but this was plain rude, disrespectful and unprofessional.Shocking to see this behavior in such a wonderful store. 10 for the store 0 for her service."
Valeria S.,"Somerville, MA",5,7/9/18,"Love going to this Trader Joe's. It's larger than than the one in Boston or in Cambridge. Sometimes there can be a bit of people specially during the weekends but nothing too crazy. I've never had to wait long to check out.I love the little samples they always have, some have been so good I've bought the actual item. The coffee is also a nice little touch to have while shopping. Aside from the service the staff is super friendly and really helpful!"
W. A.,"Cambridge, MA",2,1/27/18,mass.gov/service-details…This store does not post the legal signs for price accuracy. Once again they scanned an item higher than the posted price. They corrected the price when I pointed it out at checkout. They did not offer or provide one item free which the law requires. Why doesn't this store comply with the law?
Court S.,"Oakland, CA",4,10/17/14,"In my last review I complained about the awful parking spots. I need to write an update to inform folks reading this that I've been humbled. I recently moved to FL and the closet TJ's is 40mi away. Yes the closest. Smh. I absolutely love this store and all it's products and employees. Every time I visit and every store I shop in has very nice employees. Now that it's pumpkin season there are so many deliciously seasoned pumpkin themed items. I'm super stoked! My faves are the pumpkin waffles, spiced granola and pumpkin ice cream. I'm also a fan of the Trader Joe's app because it highlights featured items and gives recipe suggestions. Ahhh how I love this store!"
Nicholas H.,"Montreal, Canada",5,3/28/18,"I want to give a huge shout out to Matt, Claire, and Trader Joe's in General. My wife and I frequently shop at the Trader Joe's Alewife location in Cambridge, MA. Today I called the location wondering if they do flower delivery as my wife works across the street. Today is our two year anniversary. Matt not only offered to make an exception and do a delivery which they do not normally do, but would not take my money for payment! He said that it was ""for love"" and that they're just happy to have us as customers. Naturally, my wife was blown away and thrilled with the flowers! Thank you so much to everyone that made this happen! You've made lifelong customers out of us with service that goes leaps and bounds above the norm! Sincerely, a loyal customer! :)"
Jordan M.,"Cambridge, MA",5,6/1/17,"Extremely good products for very good prices. My wife and I had no idea how awesome Trader Joe's was until we moved to Cambridge. A lot of their products are way cheaper than similar alternatives elsewhere. I was particularly surprised by the ground beef. The store is always well stocked, well staffed and very clean. Everyone is very friendly and look like they enjoy their jobs and they always ensure you have had a good experience. Would recommend this place to everyone. It's definitely a way cheaper alternative to Whole Foods."
Nooneh K.,"Sherman Oaks, CA",5,11/2/18,I just realized that Trader Joe's are the same across the US! I noticed the East Coast stores house the produce away from the front doors a tad. Shopping today took me just a few minutes... same as back home. Ahhhh national chains;))
Amy X.,"Boston, MA",5,2/2/16,"This will be your go to place if you are any of the following: - Want fresh produce similar to Whole Foods Quality but way cheaper;- Food that appears and tastes better than Star Market/Market Basket;- A self proclaimed (or wannabee) snack junkie.I mean seriously, for the price, selection, and service, (not to mention the free sampling), I can't think of a better grocery. Not comparing this to any specialty stores."
Lee E.,"Cambridge, MA",4,9/15/14,"I, too, am surprised by the negative reviews of the employees here. I've been frequenting this TJs since it opened and my interaction as well as observations of the employees have been nothing short of wonderful (with the exception of one: the tall guy named Dave. He's rude to everyone and I would rather wait in line that has 10 people with carts full of groceries than go to his register and deal with his rudeness).The store is always in order and well stocked and if there's something you're looking for but can't find they go out of the way to look around the shelves (sometimes they reorganize and put it somewhere else) or check the back to see if it's about to be restocked. The prices are super reasonable and they have a lot of unique items. If you're interested in a product but not sure if you'd like it, you can take it to the demo station and they'll open it and give you a sample.Ignore the negative reviews bcz they're probably about the tall pale guy Dave. There will always be one bad apple in a bunch, toss it aside, pretend it doesn't exist, and feast your eyes upon the glorious bunch. Everyone there is a delight and sometimes go out of their way to make you smile."
Heather O.,"Beverly, MA",5,9/10/14,"I do not understand the negative reviews about the staff here. The staff at this TJs goes above and beyond!Once I asked the worker if the peanut butter and jelly chocolate was good. He said ""I dont know, here lets split one and try it, on me"" (it was in fact delicious)Another time I sighed out loud so the worker was asking what was up. I mentioned I was moving and changing my job all in the same week and the stress was taking a toll on me. As I was cashing out she disappeared and brought me a sunflower as a present. It made my day! SO nice of her.I always have great experiences here and find the staff exceptionally nice and helpful. This is the best TJs ever!"
Beth N.,"Medford, MA",1,8/20/17,"Geez. Please tell me why grocery stores like the trader joes chain stores are one of the worst environments to do your grocery shopping. I am just looking for a local trader joe near where I live to get a few good value buys. You know.I am looking for a pleasant environment, cashiers that do a decent job,and no over kill. Meaning, the people in the store do not criticize other persons in public,Ie: try to humiliate them for whatever reason.Does any such store exist here in the state of Mass. ? Where they exhibit good behavior ?Yeah. Today was really a lousy experience for me . But it was lousy last weekas well. Two times, two lousy experiences at the same location. I just needed to pick up a few things, you know, the things that I like to stock in my shelves.Hmm. Why were these people soooo rude, I wonder.In my experience, I would need to ask these people, why are you here?As to the role and responsibilty of the workers, one would think, perhaps,to promote a decent shopping trip, or experience for all.That would mean, Fairness, Equality, Non judgemental behavior, behavior that is non critical, Unbiased, and Non prejudiced.Ehem. I can repeat those words. As that goes for the People, ie : public shoppers in there. As well. All the while,This was during ""the big free speech rally on the Boston common.""As we are talking about Behavioral problems .And the lacking therein, of any sign of human decent Behavior. Towards others. Anti-social behavior, Rudeness, Abhorent snobbery. Unkindness. Makes me want to Puke in their faces.These people are just every day people. Not protestors, orfree speech groups, not groups of that sort. Just everyday shoppers.Hmm. Such a waste. Of a human being's time to have to spend any time at allin their company. In the company of such Rude twarts.This is not the store's fault. These are just some of the other customers.A sampling. As Then, we could look at the actual Cashier Job. What is the job of a grocery clerk/ cashier ? Ie: Check people out  at the register ?So, let me go on. There are customers Then there are employees.The function of a grocery store check out is not all that difficult to grasp.Cash handling. So, in the case of any of a person beingSo rude, and So obnoxious ? Especially if it happens to be in the case if the employee?Not working. Should b fired. They are not working, and need to be sent home.The customer doesnt need to do anything except take care of herself .The customer doesnt need to help anyone. Except themself.The employee who acts out, is rude and disrespectful ought to be firedfor not doing their job. Plain and simple.Are they in fact the reason why their customersAre so rude ? Are they acting just like these rude customers, in fact ?Or is it part of the training ?What is really going on. ?Just what do they think they can do here  ?Do they really need to expect me to do anything for themExcept mind my own business, get what I need and get the Hell out of that hellhole crap sham shak ? Is rudeness included in the job description.?Any sign of that, rudeness, etc., either on the register, or just being around, shows that someone is not really doing their job.And not doing a good job is the same as not working period.There is no place for such displays of dysfunctionality when there is a job that people, the customers, needs and depends upon.Other than that, maybe I need to ask them, is ""ringing a cow bell"" in a personsEardrums again, part of the Sham ? I find that to be cruel and Abusive Torture.As to their products. 1. Do you really want to Overkill our bodies with Junk food,High sugar, and salt overload and other generic crap food ? That being said, 2. Do you have a problem with allowing people to read labels, aand shop for what they need at their own pace , which is expected when youare paying for something and buying something that would be for your own diet needs??- --is that labeled as""crazy""; --by the people who work thereAnd promote this kind of attitude of gang warfare within ? Or are they aimed on focusing and targeting a person whom theyassume would have money and bs them into buying crap to make Them happy.?And help out with sales ???Also is this part of that same training stragegy ?Rather than that of providing  customers with a pleasant  shopping experience ???--Sorry. I did not realize if that is what it was.A sham. So sorry."
Alan T.,"Wayland, MA",5,12/31/17,Big fan. The quality and prices are great. Good tasty food. I go to the one in Fresh Pond area. Open till 10pm - works for me!
A R.,"Cambridge, MA",5,8/12/17,"Great quality items for a modest price.  Excellent chocolate, olive oil, cheese, almond milk, fruit, veg.  Produce more limited than some groceries, but enough choice for me.  Usually have organic oprions available.  Plus, I've discovered things I would not have thought yo look for if they didn't have it.Staff is the best! -- well trained, very friendly, efficient.  I've never seen grocery store staff so friendly and cheerful anywhere else."
Patricia H.,"Medford, MA",5,3/29/20,"As always, Trader Joe's has good products, reasonable prices, nice staff. Extra kudos for having senior hours during the pandemic & actually enforcing them. Other stores in the area, specifically Wegman's and Stop & Shop, are letting anyone in."
Lee E.,"Cambridge, MA",5,4/16/20,"Big shout out to TJ's staff for their continued pleasant, friendly and upbeat services. Have to say, their music selections are totally awesome -  which contributes to the positive energy in the store. It is especially gratifying to shop there through these days of COVID19. It's stressful going out these days. However, I actually look forward to marketing at TJ's."
Sarah O.,"Boston, MA",5,8/22/20,"""This place is like a candy store with a few essentials.""- literally just overheard someone in the checkout line say thisI'm always so impressed at how friendly and ready to help TJ's associates are. Never had a bad experience.Prices are always unexpectedly lower than you would expect for such high quality, delicious food. Whether to buy flowers is a question when I go to the grocery store because, although they're pretty and cheery, they're pricey. Not at TJ's though. Today I bought Gerber daisies to add a pop of color and brightness and it didn't break the bank.Today I was impressed that at the door there is an associate spraying everyone's hands with hand sanitizer before they enter. What a great idea!"
Emily L.,"Boston, MA",5,12/4/19,"So many great items at trader joes! Loved their shrimp cake but they stopped making it. Always on the look out for other delicious items like their yuzu soda. Kids can look for stuffed animals and get a small prize if they tell one of their staff where it is. Also, can request a kiddie size shopping cart to make it a more fun experience for them."
Brandon K.,"Westwood, MA",4,3/5/20,"Trader Joe's is always great for all basic snacks, and the best of taste typically in bakery and meats. This location, like all others, didn't disappoint. While it would be nice to have a larger parking lot that isn't full to the brim and is consistently jammed, I guess it should be lucky to have one at all being that this is Cambridge. Selection was very plentiful. The store was super busy and even on a busy Sunday afternoon many people were filling the shelves. Everything I wanted was in stock, and even though some of the other Trader Joe's locations I visit are less busy, some seem to be more frequently out of stock of certain items.The meats here looked fresh and the staff were friendly. Plenty of checkout lanes open on a Sunday. Good store. Would highly suggest, always a benefit if you can come here on off hours though as parking is a struggle. 4 stars."
Paul Z.,"Belmont, MA",5,11/21/19,Great TJs. I go there after work during the week and it's rarely crowded. They are always well stocked and the staff if always friendly and seemingly happy. Parking lot can be a bit of a cluster at times but I've been to TJs in other cities where you have to wait in line to park so whatever.
Nic C.,"Arlington, MA",4,11/1/19,Love this Trader Joe's! I am always coming in here for fresh produce and frozen food. The staff is always very friendly and helpful even when they're busy. The sample area is always welcoming even when I would prefer not to sample lol. Other tj's seem like they don't want to give you samples but not this one! The parking lot is a total shit show I have been backed into multiple times (side note if 2 cars back up into each other no one is at fault pet insurance) and due to the location homeless people tend to hang around and set up shop around the Dunks but this is still my fav Trader Joe's. I recommend going in off peak hours!
Ros S.,"Belmont, MA",1,10/8/19,"I took my auntie to grocery shopping today to my TJ , it was  and  at the same time.A young women Sara wasn't helpful to us at all, I am so disappointed, all the top service that I had received over the years in this location is gone. I understand bad days but this was plain rude, disrespectful and unprofessional.Shocking to see this behavior in such a wonderful store. 10 for the store 0 for her service."
Valeria S.,"Somerville, MA",5,7/9/18,"Love going to this Trader Joe's. It's larger than than the one in Boston or in Cambridge. Sometimes there can be a bit of people specially during the weekends but nothing too crazy. I've never had to wait long to check out.I love the little samples they always have, some have been so good I've bought the actual item. The coffee is also a nice little touch to have while shopping. Aside from the service the staff is super friendly and really helpful!"
W. A.,"Cambridge, MA",2,1/27/18,mass.gov/service-details…This store does not post the legal signs for price accuracy. Once again they scanned an item higher than the posted price. They corrected the price when I pointed it out at checkout. They did not offer or provide one item free which the law requires. Why doesn't this store comply with the law?
Court S.,"Oakland, CA",4,10/17/14,"In my last review I complained about the awful parking spots. I need to write an update to inform folks reading this that I've been humbled. I recently moved to FL and the closet TJ's is 40mi away. Yes the closest. Smh. I absolutely love this store and all it's products and employees. Every time I visit and every store I shop in has very nice employees. Now that it's pumpkin season there are so many deliciously seasoned pumpkin themed items. I'm super stoked! My faves are the pumpkin waffles, spiced granola and pumpkin ice cream. I'm also a fan of the Trader Joe's app because it highlights featured items and gives recipe suggestions. Ahhh how I love this store!"
Nicholas H.,"Montreal, Canada",5,3/28/18,"I want to give a huge shout out to Matt, Claire, and Trader Joe's in General. My wife and I frequently shop at the Trader Joe's Alewife location in Cambridge, MA. Today I called the location wondering if they do flower delivery as my wife works across the street. Today is our two year anniversary. Matt not only offered to make an exception and do a delivery which they do not normally do, but would not take my money for payment! He said that it was ""for love"" and that they're just happy to have us as customers. Naturally, my wife was blown away and thrilled with the flowers! Thank you so much to everyone that made this happen! You've made lifelong customers out of us with service that goes leaps and bounds above the norm! Sincerely, a loyal customer! :)"
Jordan M.,"Cambridge, MA",5,6/1/17,"Extremely good products for very good prices. My wife and I had no idea how awesome Trader Joe's was until we moved to Cambridge. A lot of their products are way cheaper than similar alternatives elsewhere. I was particularly surprised by the ground beef. The store is always well stocked, well staffed and very clean. Everyone is very friendly and look like they enjoy their jobs and they always ensure you have had a good experience. Would recommend this place to everyone. It's definitely a way cheaper alternative to Whole Foods."
Nooneh K.,"Sherman Oaks, CA",5,11/2/18,I just realized that Trader Joe's are the same across the US! I noticed the East Coast stores house the produce away from the front doors a tad. Shopping today took me just a few minutes... same as back home. Ahhhh national chains;))
Amy X.,"Boston, MA",5,2/2/16,"This will be your go to place if you are any of the following: - Want fresh produce similar to Whole Foods Quality but way cheaper;- Food that appears and tastes better than Star Market/Market Basket;- A self proclaimed (or wannabee) snack junkie.I mean seriously, for the price, selection, and service, (not to mention the free sampling), I can't think of a better grocery. Not comparing this to any specialty stores."
Lee E.,"Cambridge, MA",4,9/15/14,"I, too, am surprised by the negative reviews of the employees here. I've been frequenting this TJs since it opened and my interaction as well as observations of the employees have been nothing short of wonderful (with the exception of one: the tall guy named Dave. He's rude to everyone and I would rather wait in line that has 10 people with carts full of groceries than go to his register and deal with his rudeness).The store is always in order and well stocked and if there's something you're looking for but can't find they go out of the way to look around the shelves (sometimes they reorganize and put it somewhere else) or check the back to see if it's about to be restocked. The prices are super reasonable and they have a lot of unique items. If you're interested in a product but not sure if you'd like it, you can take it to the demo station and they'll open it and give you a sample.Ignore the negative reviews bcz they're probably about the tall pale guy Dave. There will always be one bad apple in a bunch, toss it aside, pretend it doesn't exist, and feast your eyes upon the glorious bunch. Everyone there is a delight and sometimes go out of their way to make you smile."
Heather O.,"Beverly, MA",5,9/10/14,"I do not understand the negative reviews about the staff here. The staff at this TJs goes above and beyond!Once I asked the worker if the peanut butter and jelly chocolate was good. He said ""I dont know, here lets split one and try it, on me"" (it was in fact delicious)Another time I sighed out loud so the worker was asking what was up. I mentioned I was moving and changing my job all in the same week and the stress was taking a toll on me. As I was cashing out she disappeared and brought me a sunflower as a present. It made my day! SO nice of her.I always have great experiences here and find the staff exceptionally nice and helpful. This is the best TJs ever!"
Beth N.,"Medford, MA",1,8/20/17,"Geez. Please tell me why grocery stores like the trader joes chain stores are one of the worst environments to do your grocery shopping. I am just looking for a local trader joe near where I live to get a few good value buys. You know.I am looking for a pleasant environment, cashiers that do a decent job,and no over kill. Meaning, the people in the store do not criticize other persons in public,Ie: try to humiliate them for whatever reason.Does any such store exist here in the state of Mass. ? Where they exhibit good behavior ?Yeah. Today was really a lousy experience for me . But it was lousy last weekas well. Two times, two lousy experiences at the same location. I just needed to pick up a few things, you know, the things that I like to stock in my shelves.Hmm. Why were these people soooo rude, I wonder.In my experience, I would need to ask these people, why are you here?As to the role and responsibilty of the workers, one would think, perhaps,to promote a decent shopping trip, or experience for all.That would mean, Fairness, Equality, Non judgemental behavior, behavior that is non critical, Unbiased, and Non prejudiced.Ehem. I can repeat those words. As that goes for the People, ie : public shoppers in there. As well. All the while,This was during ""the big free speech rally on the Boston common.""As we are talking about Behavioral problems .And the lacking therein, of any sign of human decent Behavior. Towards others. Anti-social behavior, Rudeness, Abhorent snobbery. Unkindness. Makes me want to Puke in their faces.These people are just every day people. Not protestors, orfree speech groups, not groups of that sort. Just everyday shoppers.Hmm. Such a waste. Of a human being's time to have to spend any time at allin their company. In the company of such Rude twarts.This is not the store's fault. These are just some of the other customers.A sampling. As Then, we could look at the actual Cashier Job. What is the job of a grocery clerk/ cashier ? Ie: Check people out  at the register ?So, let me go on. There are customers Then there are employees.The function of a grocery store check out is not all that difficult to grasp.Cash handling. So, in the case of any of a person beingSo rude, and So obnoxious ? Especially if it happens to be in the case if the employee?Not working. Should b fired. They are not working, and need to be sent home.The customer doesnt need to do anything except take care of herself .The customer doesnt need to help anyone. Except themself.The employee who acts out, is rude and disrespectful ought to be firedfor not doing their job. Plain and simple.Are they in fact the reason why their customersAre so rude ? Are they acting just like these rude customers, in fact ?Or is it part of the training ?What is really going on. ?Just what do they think they can do here  ?Do they really need to expect me to do anything for themExcept mind my own business, get what I need and get the Hell out of that hellhole crap sham shak ? Is rudeness included in the job description.?Any sign of that, rudeness, etc., either on the register, or just being around, shows that someone is not really doing their job.And not doing a good job is the same as not working period.There is no place for such displays of dysfunctionality when there is a job that people, the customers, needs and depends upon.Other than that, maybe I need to ask them, is ""ringing a cow bell"" in a personsEardrums again, part of the Sham ? I find that to be cruel and Abusive Torture.As to their products. 1. Do you really want to Overkill our bodies with Junk food,High sugar, and salt overload and other generic crap food ? That being said, 2. Do you have a problem with allowing people to read labels, aand shop for what they need at their own pace , which is expected when youare paying for something and buying something that would be for your own diet needs??- --is that labeled as""crazy""; --by the people who work thereAnd promote this kind of attitude of gang warfare within ? Or are they aimed on focusing and targeting a person whom theyassume would have money and bs them into buying crap to make Them happy.?And help out with sales ???Also is this part of that same training stragegy ?Rather than that of providing  customers with a pleasant  shopping experience ???--Sorry. I did not realize if that is what it was.A sham. So sorry."
Alan T.,"Wayland, MA",5,12/31/17,Big fan. The quality and prices are great. Good tasty food. I go to the one in Fresh Pond area. Open till 10pm - works for me!
A R.,"Cambridge, MA",5,8/12/17,"Great quality items for a modest price.  Excellent chocolate, olive oil, cheese, almond milk, fruit, veg.  Produce more limited than some groceries, but enough choice for me.  Usually have organic oprions available.  Plus, I've discovered things I would not have thought yo look for if they didn't have it.Staff is the best! -- well trained, very friendly, efficient.  I've never seen grocery store staff so friendly and cheerful anywhere else."
Margot D.,"Boston, MA",5,8/8/19,"Today started out badly, and my carefully planned to-do list was blown by 7am; I wandered into TJ's since I needed the CVS next door, so after parking on Highland Ave (do yourself a favor, put a quarter in the meter and avoid the TJ's/CVS parking lot) I strolled through the store.After searching various locations for over a year and unable to find the dried apple rings, there they were on the shelf; suddenly, my day was getting better.  Next up were the nice looking strawberries and the grand finale was Adam at the register:  TJ's usually hires cool/nice people, and Adam was awesome."
Raenelle F.,"Boston, MA",1,9/11/20,"Honestly if I can give this location less then a star I would. Their customer service skills toward Black People are horrible. Today I visited the Hingham location for the first time normally I go to Brookline to shop. But we figured we will try this location. Upon arriving all was well. But half way through the store I felt like I had eyes on me. ""you know that feel when some one is close to you"" that's exactly what I felt. As we walked through the isles my son and niece who are both 5 found themselves acting as children do, along with another child In the aisle. When I realized my two children were rowdy I spoke to them. In the midst of me speaking to them a one of your employees(short, 50s, blondish hair) decided to say something to MY children. This is during I'm speaking to them. I nicely said to her Mam we understand, as you can hear I am speaking to them about the calming down and not playing in the store. Her words to me were""I know but I figured I should let you know"" meaning she knew exactly what was going on. Also must I mention she said nothing to the other child throwing herself on the ground.  As we continued to walk through another gentlemen started to pretend he was doing inventory. Normally there will me any quarrels about this but he literally followed us to another aisle and pretended to do the same thing. One knows inventory in one aisle doesn't go this quickly. As we walked the same woman who spoke to me the first time wound up behind us, and everywhere we turned. She even proceeded to the register as we were walking to it. It's as if she was along for the shopping trip literally. As we stood in line she blatantly started speaking to her co worker about us and looking at us. As I stood there in the manner to let her know I see what she is doing it was only then she turned her back as her she continued to talk about us and her co worker looked at us.  You may have guessed by now I am a black woman. The funnier point of this story is that we were the only black people in the store at this point. I mean this from workers to patrons. For this store and their workers to single us out, ESPECIALLY at the time we are at in this world is beyond UNACCEPTABLE. Never have I gone to Brookline and felt this way, NEVER ! I really left that store in tears and humiliated by the manner in which they treated us. I am a law abiding tax paying black woman. Not only do they not know my background not my family but they have no right to treat us in that manner.  Idk if Hingham has a separate rule on how they treat black people, it's ridiculous. I spend the same money and work just as hard as any of the other customers.  Let's Fix this problem!"
Bob G.,"Needham, MA",2,8/30/20,"Very friendly staff, but their supply chain is mismanaged. Constantly out of something. Every time I go there something on my list is out of stock. My solution? After three strikes, I never look again and use Amazon Prime. Also, no alcohol. They kow tow to New England Puritanism."
Dorit S.,"Waltham, MA",4,4/9/19,"Honestly this Trader Joe's is probably the best in the area. It's a little further away from my place but totally worth the trip. My local Joe's is the one in newton which is about a quarter of the size of this one. The parking lot at this location can be a pain at busier times so that's why I didn't give a full 5/5 but I'm a regular for sure! In general I love getting my groceries here,simply, because of the unique selection of products and the many healthy options. It's also far more affordable than Whole Foods. My favorite part... they have a couple of  spices that were ""made in South Africa"" (my home) which always puts a smile on my face!"
Hanna G.,"Boston, MA",3,11/30/18,"I'm torn, just like the sad pie crusts we purchased. On the one hand this place introduced me to delicious Cara Cara pink oranges and very strange Plumcots/Apriplums (these are not the same thing folks haha). However, as Matt H. mentioned this place is frequently out of many basics. All of the employees here are also super friendly and I love trying their samples of the day. This location is very small so they have limited inventory they can carry unfortunately.Not even sure what I was thinking the week of Thanksgiving expecting to find some last minute items for an apple pie. We first attempted to find a basic apple pie to avoid the DIY baking. No luck, only fruit tarts available. So we hunted down ingredients for making the pie ourselves. We flagged down an employee to find some flour, brown sugar, pie crusts and marinade. Many of the shelves were completely bare! They were in the process of unloading a shipment that just arrived. We only ended up purchasing a set of 2 pie crusts and marinade (not for baking pie). We had to stop by Star Market instead another day. So we will just use TJs to supplement our regular grocery trip visits.Now back to those sad pie crusts... It nearly caused a disaster day of Thanksgiving when we attempted to roll it out. BOTH OF THEM BROKE! Thankfully the in laws were prepared with extra crusts on hand to finish off the pie. We have no idea what to do these defective crusts now."
Don P.,"Hampden County, MA",5,3/26/16,"I can't say enough about the wonderful wines at trader Joe's, I have found superb wines across the spectrum: reds, whites, roses etc. at very affordable prices. TJ's makes deals around the world with named vineyards and producers to private label undersold or residual vintages as well as partners with small local vintners to bring it's customers very good quality wines at considerably less expense. I have found the people in the wine department to be very helpful, knowledgeable and have frequently ask their opinions on new wines to try which almost always ends in finding another new delightful wine."
Matt H.,"Boston, MA",3,11/1/18,"I love me some TJ's but this location kind of blows. They are frequently stocked out on a lot of basics. On my last trip there I had like 5 things on my list and the only thing I could get was cilantro. No canned tomatoes, very small selection of rice. The staff is really nice and parking pretty easy. Just wish it was bigger and better."
Jennifer W.,"San Francisco, CA",4,10/3/16,"There aren't a ton of grocery stores in the area (that I know of) that aren't too far away and affordable, but Trader Joe's fits that description.Really like shopping at this Trader Joe's as it's right by a CVS, so I can do most of my shopping in that area.Inside, the people are friendly, and the store is always neat and orderly. Typically shop there for baby carrots, chips + salsa, dark chocolate covered pretzels, and the chocolate covered espresso beans.The gluten-free jojos are decent as well, though some people have told me that it doesn't taste like much and has the texture of sand (but to each their own).Pretty similar to the other Trader Joe's I've shopped at (both within and out of state).Despite the 'Wine & Spirits' tag, this Trader Joe's does NOT sell wine and spirits, so if you're looking for that, go next door."
Elana E.,"Chestnut Hill, MA",4,6/14/17,"I also live close to the Trader Joe's in Coolidge Corner....which I avoid at all costs since it is always packed.What I like here:1. supremely friendly staff--they are happy to check in the back if an item isn't on the shelf2. good quality produce3. excellent variety in the things I like, at a great price point.  I get my nuts, dried fruit, organic eggs and chocolate here and nowhere else.4. nice selection of frozen foods for those nights when all you can do is stick something in the toaster oven for 20 minutes.5. Whole milk European (pourable) plain yogurt, which I love and haven't seen in other markets.What I'd like to see:1. a 5 cent rebate for bringing your own bags2. fat-free half and half"
Margaret H.,"Norwood, MA",4,5/6/18,It is very neat and clean. The produce is always fresh. The employees are always very nice and helpful. I wish it was a little bit bigger and I wish they had alcohol like other Trader Joe's have. But overall I will be back!
Samantha G.,"Norwood, MA",1,9/15/18,Not sure if I went on an off night but at 7 pm on a Saturday they had very little stocked. The meat/cheese/produce/most refrigerator stuff was very slim pickings. The store is tiny and honestly a giant disappointment. I'll go to Foxboro next time.
Brandon K.,"Westwood, MA",5,8/29/15,"One of the three grocery spots in Needham. I am not the hugest fan of Roche or Sudbury due to the high prices and in the case of both of the Needham locations, the lack of space. Trader Joe's is also small, but this one is honestly the perfect size for the amount of merchandise they sell. It's convenient, not super crowded, has an overall good selection. Ironically, prices aren't much more than other nearby stores and sometimes even less! Even though the parking lot in the back of the store is a drag sometimes; in general, I find this place very appealing and useful a lot of the time. Plus, all of the classic 'Trader Joe' items are sometimes things you cannot get elsewhere, just making the stop here more worthwhile. Jean (a cashier), and Steve (it looked like he was a manager), were both very friendly and very knowledgeable about their store and other nearby Trader Joe's stores. I will definitely be returning here. 5 stars."
Bessie M.,"Boston, MA",4,5/30/16,I really like Trader Joe's!A co-worker and I were talking about where we go grocery shopping. And she suggested I try out Trader Joe's. The prices are reasonable and the quality is great.  I especially love the selection.  I love the spinach and greens they have on the shelves. It can be a bit busy on Sunday's but not as overwhelming as stop and shop or whole foods.
Jim S.,"Needham, MA",4,10/31/16,great grocery store but they DO NOT sell wine beer or spirits. Trader Joe's is a great alternative to the more expensive supermarkets in the area even though they don't sell wine.
Milia M.,"Boston, MA",5,12/12/13,The Best Customer Service in the area. Wonderful Manager and lovely workers. As good as it gets. One time we had a problem with a bread went bad too quickly and manager quickly offered to give us new loaf free of charge. TJ really stands out with the quality service and kind employees! Thank you Trader Joe!
Debbie R.,"Boston, MA",5,1/24/18,"This is a large store. The aisles are wide. The displays are sparking clean. The fruit man offered to help me select. The check-out man offered to start running my first cart through, while I completed my selections in a second cart. Two workers pushed my carts to the car, and loaded my bags in."
erica c.,"Boston, MA",5,12/30/06,"Like Merrill, this was also my first trader joe's experience ever.....so it holds a special place in MY heart!I have never been to a trader's joe's that I didn't like but this one seems especially fabulous....less crowded and the staff is super friendly and helpful....The frozen whip-up-in-no-time-but still-be-healthy meals are one of my faves here.....fast food doesn't always have to be dripping in trans fats!!!!"
Kris G.,"West Roxbury, MA",5,11/19/14,I live much closer to the Trader Joe's located in Brookline but I prefer to travel to this location. It offers a much better parking situation and usually has everything I need in stock. The staff is super friendly! This is my favorite place to shop for groceries.
Vara S.,"Needham, MA",1,12/5/15,denise d is an ignorant fake psychoshe threw my change on the floor and purposefully gave me a ripped bag
C. F.,"Concord, MA",4,1/14/15,TJ's!My fave place to stock up on frozen lunches for the week. For about $35 I can get a great selection of stuff for throwing in the microwave (plus some snacks) for lunch all week long
Margot D.,"Boston, MA",5,8/8/19,"Today started out badly, and my carefully planned to-do list was blown by 7am; I wandered into TJ's since I needed the CVS next door, so after parking on Highland Ave (do yourself a favor, put a quarter in the meter and avoid the TJ's/CVS parking lot) I strolled through the store.After searching various locations for over a year and unable to find the dried apple rings, there they were on the shelf; suddenly, my day was getting better.  Next up were the nice looking strawberries and the grand finale was Adam at the register:  TJ's usually hires cool/nice people, and Adam was awesome."
