Facility ID,Score
341325,Not Available
230013,0.99
521321,Not Available
440039,0.99
393304,Not Available
390063,1.05
141350,Not Available
281352,Not Available
171330,Not Available
180001,1.04
261330,Not Available
150089,1
430084,0.89
451318,Not Available
450090,1.07
53302,Not Available
400032,Not Available
141327,Not Available
70027,0.98
310058,1.1
110107,1.05
100166,1.04
340113,0.99
441306,Not Available
151324,Not Available
281355,Not Available
181316,Not Available
110111,0.99
50736,1.02
240166,0.8
250043,0.97
241300,Not Available
250069,1.26
260110,0.98
50115,1.03
161346,Not Available
150133,0.97
101308,Not Available
231311,Not Available
100043,1.03
390100,0.98
180050,0.91
440020,1.02
330194,1.04
420107,0.94
171380,Not Available
330191,0.96
250085,0.95
10085,1
530002,0.89
241381,Not Available
440120,1
210027,Not Available
670062,0.62
240022,0.78
260190,0.94
450869,1
281313,Not Available
50090,0.9
510091,0.82
130006,0.93
280125,1.01
10051,0.91
670093,Not Available
161378,Not Available
161351,Not Available
670098,1.11
380025,0.9
463301,Not Available
110076,1.04
131327,Not Available
41330,Not Available
30117,0.92
61305,Not Available
50189,0.83
371306,Not Available
371342,Not Available
451324,Not Available
330107,1.06
361309,Not Available
50291,0.94
450690,1.01
520160,0.94
330085,0.96
171370,Not Available
40001,1
360027,0.99
230022,0.92
450465,1.07
190014,1.1
431314,Not Available
10108,0.98
230075,0.94
400114,Not Available
30012,1.01
60112,0.97
340068,0.96
200018,0.93
50315,1.06
490143,0.95
390312,1.13
290003,1.13
361325,Not Available
31301,Not Available
261317,Not Available
390130,0.96
30084,0.67
340142,0.96
141318,Not Available
320086,0.98
191300,Not Available
450596,1.07
390162,1.01
520011,0.91
170040,1.01
670132,Not Available
240010,0.96
441300,Not Available
100014,1
371301,Not Available
50373,0.96
360084,1.04
100107,0.91
371341,Not Available
370001,0.99
100093,0.95
420007,1.05
280061,0.97
520091,0.88
261301,Not Available
440008,1.09
10045,1.03
110215,0.96
170199,0.96
331316,Not Available
240069,0.87
250018,Not Available
510029,0.95
471303,Not Available
260141,1.02
351334,Not Available
261334,Not Available
340008,0.92
230035,0.88
451385,Not Available
10018,1.02
200034,0.99
10157,1.08
111333,Not Available
340028,0.98
161361,Not Available
180095,0.97
450395,1.02
230275,0.85
360203,0.98
260097,0.92
271306,Not Available
420079,1
330019,1.07
521349,Not Available
51317,Not Available
453309,Not Available
370229,0.93
670010,Not Available
330046,1.02
50063,1.13
30023,1.01
10112,1.05
110015,0.94
50257,1.07
490045,0.99
41304,Not Available
41316,Not Available
330396,0.95
490111,0.97
260175,0.93
230105,0.94
451377,Not Available
390119,1.06
50424,0.94
451354,Not Available
450011,1.08
460013,1.03
50710,0.88
440180,0.93
300014,0.99
391309,Not Available
383300,Not Available
190114,1.29
521338,Not Available
40050,0.99
370026,1.03
61320,Not Available
490057,0.95
400004,Not Available
150018,0.94
270032,0.72
161310,Not Available
110038,1.01
360112,1.08
251319,Not Available
150047,0.96
450051,1.03
241327,Not Available
500088,0.88
281336,Not Available
511310,Not Available
230216,0.97
390194,0.99
180143,0.96
140206,1.05
131302,Not Available
420038,0.93
50581,1.13
260040,0.97
240101,0.85
440032,0.99
310015,1.03
241311,Not Available
140258,1.1
171347,Not Available
100063,1.1
501307,Not Available
50025,0.99
371323,Not Available
50278,1
450475,1.05
170009,0.86
101311,Not Available
180025,0.89
330304,1.05
231333,Not Available
231308,Not Available
450833,1.15
100212,1.02
510012,0.91
70005,0.98
241360,Not Available
50168,1.03
210012,Not Available
250096,1.06
230096,0.94
150048,1
400133,Not Available
251300,Not Available
320005,0.95
50783,0.86
450885,1.12
271325,Not Available
161314,Not Available
521317,Not Available
161312,Not Available
330405,Not Available
500039,0.94
290047,1.03
431327,Not Available
223304,Not Available
490075,0.97
390265,1
450654,0.96
330005,0.97
50766,0.9
230058,0.88
530012,1.03
11302,Not Available
120019,0.88
80009,1
40072,0.88
140133,1.04
381316,Not Available
171354,Not Available
261307,Not Available
100131,1.04
50057,0.96
140032,0.95
450469,1.11
210033,Not Available
230021,0.98
240047,1.01
380018,0.93
410013,0.96
331312,Not Available
231338,Not Available
241348,Not Available
451323,Not Available
250007,1.02
140067,0.97
30108,0.88
260070,0.93
50078,0.98
450684,1
150160,0.88
110230,0.93
250081,Not Available
60049,0.86
171383,Not Available
231315,Not Available
100047,1
170006,0.96
190102,1.06
250124,1.04
271389,Not Available
310019,1.07
50488,1.04
50108,0.98
420103,0.94
181320,Not Available
143302,Not Available
450610,1.01
171317,Not Available
220065,0.96
451311,Not Available
511303,Not Available
501301,Not Available
670106,1.1
260102,0.87
441301,Not Available
670071,1
180066,0.93
440015,0.97
390151,0.92
240076,0.85
500053,0.92
280128,0.99
250002,1.03
361322,Not Available
370113,1.02
500008,1
50423,1.01
450508,1.15
450082,1.07
100213,1.02
50348,1.01
10073,0.92
110122,0.98
340097,1.03
441307,Not Available
310084,1.13
470005,0.96
110083,0.96
131323,Not Available
430093,Not Available
30138,Not Available
100220,1.02
50002,1.1
281348,Not Available
30094,1.05
141302,Not Available
400007,Not Available
241363,Not Available
10058,1.04
521343,Not Available
450040,1.06
170182,1
450021,1.02
151334,Not Available
10101,0.98
171365,Not Available
450447,0.98
100176,1.05
370022,0.97
280023,0.98
360017,1
380004,0.93
171333,Not Available
440153,0.92
390062,1.01
151318,Not Available
281365,Not Available
340020,0.92
50329,1.03
520083,0.93
390174,1
201308,Not Available
330094,1.03
320002,0.91
100256,1.01
40010,0.94
230031,0.89
150037,1.07
220176,1.04
440029,1
170075,0.93
31317,Not Available
371307,Not Available
10038,1
140110,1.01
180049,0.98
50382,1.13
360078,0.98
141322,Not Available
100117,1.02
230141,0.98
100281,1.05
520002,0.84
190041,1.02
670059,1.13
50026,1.01
500011,0.94
390117,0.98
521326,Not Available
321301,Not Available
100276,1.07
420071,1.1
161350,Not Available
521344,Not Available
500030,0.93
360358,Not Available
50242,0.97
510039,0.99
60010,0.92
351310,Not Available
100022,1.05
390068,0.97
360150,1
51312,Not Available
370202,1.03
450411,1.11
440109,0.96
360096,0.89
291307,Not Available
340168,0.96
50091,1.03
161306,Not Available
200031,0.9
40062,1.04
451347,Not Available
320057,Not Available
330056,1.02
50126,1.1
21313,Not Available
450241,0.89
450661,1.01
451380,Not Available
370237,0.89
41308,Not Available
41311,Not Available
10008,0.99
50071,0.88
490066,0.91
450054,0.98
241330,Not Available
30055,0.95
110024,1.05
100132,1.08
521312,Not Available
221302,Not Available
30077,1.13
450723,1.08
151301,Not Available
150059,1.05
50150,0.9
493302,Not Available
190307,Not Available
161365,Not Available
180018,0.91
251324,Not Available
390307,Not Available
241314,Not Available
490022,0.98
371319,Not Available
490037,0.92
370054,0.89
390278,0.76
460007,0.92
50701,0.95
50014,0.96
531307,Not Available
50205,1.4
10169,0.93
100150,0.99
360185,1.03
440056,1
443303,Not Available
40017,0.9
501330,Not Available
511306,Not Available
450584,0.99
320021,0.96
50441,0.99
451358,Not Available
150112,0.95
180104,1.02
450856,0.92
450653,1.05
230230,0.98
421304,Not Available
281332,Not Available
440193,1.09
170203,0.95
310052,1.1
140161,0.94
101309,Not Available
50568,0.9
390090,1.02
160057,0.91
100070,1.08
261302,Not Available
121307,Not Available
190164,1.06
61317,Not Available
260052,0.97
111336,Not Available
340041,0.97
150009,1
181302,Not Available
50313,1
140211,1.03
330397,0.99
231304,Not Available
260183,0.98
370228,0.93
310074,1.04
360270,0.96
381322,Not Available
210009,Not Available
341315,Not Available
100204,1
510002,0.93
450672,1.05
431331,Not Available
241353,Not Available
110105,1
60116,0.97
330045,1.01
161343,Not Available
400118,Not Available
453302,Not Available
290041,1.12
381320,Not Available
50761,1.03
130014,0.94
230104,1.01
70022,1.01
90004,1.02
251331,Not Available
301312,Not Available
140145,1
350006,0.96
390142,1.03
440176,1.01
110092,1
420030,0.96
230066,0.94
150157,1
230197,0.98
171350,Not Available
20024,0.9
440057,0.96
300019,0.94
330011,0.88
100126,1.07
50047,0.95
490104,Not Available
100319,0.99
190008,1.05
281308,Not Available
110036,1.04
50357,0.95
131319,Not Available
210065,Not Available
50300,1.02
60071,0.93
260017,1.06
100228,1.05
100007,1.02
361334,Not Available
100029,1.15
141309,Not Available
271333,Not Available
241371,Not Available
110190,Not Available
240002,0.98
240088,0.91
371334,Not Available
330084,0.85
150166,1.06
310119,1.12
50541,0.97
360072,0.97
451329,Not Available
191307,Not Available
220110,1.03
50133,0.95
140062,1.01
450372,1.06
341304,Not Available
191305,Not Available
141335,Not Available
340051,0.97
261316,Not Available
390225,0.96
141342,Not Available
51325,Not Available
420091,0.98
140116,1.01
50397,Not Available
351305,Not Available
330059,0.99
461305,Not Available
170109,0.99
100266,0.92
330180,0.94
281361,Not Available
330277,0.88
500064,1.06
390327,0.95
151323,Not Available
400013,Not Available
381307,Not Available
271316,Not Available
170133,0.93
371332,Not Available
53311,Not Available
151316,Not Available
171322,Not Available
250025,0.99
451315,Not Available
441313,Not Available
111320,Not Available
50755,1.1
270086,0.84
431338,Not Available
220108,0.95
60130,1
170187,1
150173,1.02
520037,0.99
50523,0.95
281344,Not Available
370015,0.95
450808,1
511316,Not Available
110005,0.94
390110,1.02
110200,0.97
440082,1.01
161370,Not Available
450340,1.04
210057,Not Available
363300,Not Available
90011,1.01
501313,Not Available
340186,0.92
461302,Not Available
100181,1.05
271338,Not Available
380051,0.92
30068,1.04
10095,0.94
460049,0.94
10033,0.98
460003,1
670053,1.13
390217,1.02
210060,Not Available
450029,1.02
30130,0.91
40026,1.04
500150,0.87
490120,0.94
450187,0.92
280133,0.88
100249,1.01
181306,Not Available
10131,0.97
171337,Not Available
310025,1.1
330204,0.92
110165,0.95
10120,1.07
431306,Not Available
201312,Not Available
161301,Not Available
111300,Not Available
450641,0.98
31311,Not Available
150026,1.02
351325,Not Available
450827,1.05
360044,1.01
50038,1.02
210024,Not Available
380056,0.9
70016,1.02
271315,Not Available
210002,Not Available
670110,1.13
310045,1.06
440068,1.01
390115,1.02
50464,0.99
491305,Not Available
100287,1.09
520028,0.92
161375,Not Available
160008,0.99
490005,0.95
450107,1.04
250038,0.92
171361,Not Available
450867,1
140043,0.96
460026,1.03
50686,1.02
500024,0.93
260065,0.98
50235,1.04
60014,1.06
240038,0.97
371312,Not Available
670077,1.04
431319,Not Available
520102,0.92
450064,1.07
20008,0.89
30007,0.98
340159,0.98
390184,1.01
450289,0.96
150101,0.9
41326,Not Available
40147,0.9
171346,Not Available
390076,1.01
390192,0.98
320060,0.75
490136,1.01
50121,0.94
50604,0.9
670043,0.98
310005,0.99
330233,1
291312,Not Available
100135,1.05
390009,1.04
450222,1.1
391304,Not Available
390056,0.98
150075,0.91
50139,0.83
30036,1.03
520075,0.94
490011,0.98
251308,Not Available
650001,Not Available
180012,0.96
361316,Not Available
50549,1.02
220024,0.98
670129,Not Available
151305,Not Available
110064,1.05
531303,Not Available
521331,Not Available
220074,1.01
281323,Not Available
450133,1.17
330235,0.92
400110,Not Available
50194,0.95
11304,Not Available
110045,0.86
220029,1.05
361300,Not Available
370171,0.9
111306,Not Available
521300,Not Available
110030,0.93
360012,0.99
440218,0.89
241336,Not Available
190002,1.05
180070,0.96
330245,1.02
140184,0.96
381301,Not Available
230244,0.99
50100,0.97
310029,1.03
161333,Not Available
61312,Not Available
340130,0.99
171303,Not Available
50776,1.19
230055,0.96
330208,1.05
451362,Not Available
330136,0.97
520196,0.99
261322,Not Available
191326,Not Available
230176,0.99
40074,1.33
261324,Not Available
241368,Not Available
161360,Not Available
120001,0.96
250100,0.97
490093,0.95
100084,1
51308,Not Available
390026,1.04
160080,0.96
60124,0.89
390002,1.01
290021,1.1
190086,1.13
501326,Not Available
210045,Not Available
100050,1.19
61336,Not Available
263302,Not Available
450755,0.97
351300,Not Available
400124,Not Available
370215,0.98
240207,0.89
330141,1.1
260009,0.86
451393,Not Available
50625,1.05
131314,Not Available
340120,0.86
360352,0.96
241319,Not Available
140233,1.05
161319,Not Available
190298,1.02
231319,Not Available
40118,1.02
230303,0.87
450155,0.82
390266,1.01
510050,1.07
53306,Not Available
161338,Not Available
350015,0.91
271301,Not Available
50668,Not Available
430013,0.94
50510,0.81
451376,Not Available
130049,1.02
50228,0.96
370158,0.95
70039,1.08
41300,Not Available
210038,Not Available
340090,0.95
341320,Not Available
390332,Not Available
100313,0.9
520207,0.95
241303,Not Available
21306,Not Available
490053,0.98
300034,1.01
450563,1.02
111313,Not Available
160082,0.92
201302,Not Available
420020,0.91
110130,0.83
321305,Not Available
